Customer ID,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
4958-XCBDQ,,No,0.0,41.0,None,Yes,31.62,No,No,None,0.0,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,20.65,835.15,0.0,0.0,1296.42,3044.4410773224554
7083-MIOPC,Q3,Yes,1.0,27.0,Offer C,Yes,48.17,Yes,Yes,Fiber Optic,15.0,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,85.2,2151.6,0.0,30.0,1300.59,3482.19
3530-CRZSB,Q3,No,0.0,6.0,Offer E,Yes,7.72,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.7,112.75,0.0,6.288164665523156,46.32,159.07
7131-ZQZNK,Q3,Yes,1.0,7.0,None,Yes,25.64,No,Yes,DSL,27.480846774193548,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.7,350.35,0.0,0.0,179.48000000000002,529.83
5271-YNWVR,Q3,Yes,0.0,4.0,None,Yes,39.89,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.85,62.9,0.0,0.0,750.3808752086038,222.46
5294-IMHHT,Q3,No,0.0,33.0,Offer C,Yes,47.64,No,Yes,Fiber Optic,18.0,Yes,No,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,88.95,3027.65,0.0,0.0,1572.12,4599.77
4713-ZBURT,Q3,No,1.0,72.0,Offer A,Yes,1.86,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,23.55,1723.95,0.0,0.0,133.92000000000002,1857.87
0315-LVCRK,Q3,No,0.0,1.0,None,Yes,15.77,No,No,None,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,19.75,19.75,0.0,0.0,15.77,35.52
1550-LOAHA,Q3,No,0.0,67.0,Offer A,Yes,32.58,No,Yes,DSL,8.0,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,64.59322269608751,3260.1,0.0,0.0,2182.86,5442.959999999999
9277-JOOMO,Q3,No,0.0,43.0,None,Yes,25.53,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.7,1188.2,0.0,0.0,1097.79,2285.99
3351-NGXYI,Q3,No,0.0,1.0,None,Yes,24.04,No,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.0,1778.5,0.0,0.0,552.92,2331.42
7521-YXVZY,Q3,Yes,1.0,64.0,None,Yes,36.24,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.2,1277.75,0.0,6.288164665523156,2319.36,3597.11
8745-PVESG,Q3,No,0.0,57.0,None,Yes,5.71,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.6,1170.55,0.0,0.0,325.47,3044.441077322455
2680-XKKNJ,Q3,Yes,2.0,61.0,None,Yes,17.49,Yes,Yes,Fiber Optic,21.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,101.05,5971.25,0.0,0.0,750.3808752086037,3044.441077322455
9069-LGEUL,Q3,No,0.0,64.0,None,Yes,30.27,Yes,Yes,Fiber Optic,12.0,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,84.3,5289.05,0.0,0.0,1937.28,7226.33
0362-ZBZWJ,Q3,Yes,0.0,65.0,None,Yes,13.2,Yes,Yes,Fiber Optic,13.0,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,99.05,6416.7,0.0,0.0,858.0,7274.7
7009-PCARS,Q3,No,0.0,3.0,None,Yes,35.65,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.6,61.35,0.0,0.0,106.95,3044.441077322455
0098-BOWSO,Q3,No,0.0,30.0,Offer C,Yes,27.88,No,Yes,Fiber Optic,6.0,No,Yes,No,No,Yes,No,No,No,One Year,No,Bank Withdrawal,64.5,1929.95,0.0,0.0,836.4,2766.35
7869-ZYDST,Q3,Yes,1.0,15.0,None,Yes,8.44,No,Yes,Cable,21.0,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,69.5,1071.4,0.0,0.0,126.6,1198.0
5515-AKOAJ,Q3,No,0.0,8.0,None,Yes,29.94,No,Yes,Cable,17.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.59322269608751,2280.6734637493046,0.0,0.0,239.52,803.87
3737-XBQDD,Q3,Yes,4.0,70.0,Offer A,Yes,5.77,Yes,Yes,Fiber Optic,48.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.15,7930.55,0.0,0.0,403.9,8334.45
2103-ZRXFN,Q3,Yes,2.0,62.0,None,Yes,43.2,No,Yes,DSL,27.480846774193548,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.1,5215.25,0.0,6.288164665523156,2678.4,7893.65
7740-KKCXF,Q3,Yes,0.0,6.0,None,Yes,5.52,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,113.5,0.0,0.0,33.12,146.62
7102-JJVTX,Q3,Yes,7.0,14.0,None,Yes,40.22,No,Yes,Fiber Optic,24.994277621738817,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.59322269608751,1152.8,0.0,0.0,750.3808752086037,1715.88
5049-GLYVG,Q3,No,0.0,22.0,None,Yes,19.2,Yes,Yes,Fiber Optic,41.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.15,2280.6734637493046,0.0,60.0,422.4,2304.35
4317-VTEOA,,Yes,3.0,22.0,None,Yes,48.06,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.15,419.9,0.0,6.288164665523156,1057.3200000000002,1477.2200000000005
4193-ORFCL,Q3,Yes,9.0,16.0,None,Yes,23.31,No,Yes,DSL,27.0,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,No,Credit Card,64.25,1024.0,0.0,0.0,372.96,3044.441077322455
2129-ALKBS,Q3,No,0.0,10.0,None,Yes,32.1,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.7,251.6,0.0,0.0,321.0,572.6
1709-EJDOX,Q3,No,0.0,13.0,None,Yes,27.04,No,Yes,DSL,10.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,56.0,764.55,0.0,0.0,351.52,1116.07
5751-USDBL,Q3,No,0.0,2.0,None,Yes,15.67,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,135.2,0.0,0.0,31.34,166.54
2826-DXLQO,,No,0.0,1.0,None,Yes,6.54,Yes,Yes,DSL,4.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,73.9,3958.25,0.0,0.0,346.62,4304.87
6860-YRJZP,,Yes,7.0,11.0,None,Yes,1.92,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.6,233.9,0.0,0.0,21.12,255.02
7064-JHXCE,Q3,Yes,3.0,69.0,Offer A,Yes,30.86,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.9,1363.45,0.0,6.288164665523156,2129.34,3492.79
0115-TFERT,Q3,Yes,7.0,72.0,Offer A,Yes,6.05,Yes,Yes,Cable,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.05,6254.45,0.0,0.0,435.6,6690.05
6725-TPKJO,Q3,Yes,0.0,16.0,Offer D,Yes,45.54,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.4,321.4,0.0,6.288164665523157,728.64,1050.04
9385-NXKDA,Q3,Yes,6.0,1.0,None,Yes,15.2,No,Yes,Fiber Optic,21.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.59322269608752,3539.25,0.0,0.0,653.6,4192.85
6993-OHLXR,Q3,Yes,0.0,14.0,Offer D,Yes,5.17,No,Yes,Cable,25.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,64.59322269608752,2280.6734637493046,0.0,0.0,72.38,1254.13
9314-IJWSQ,Q3,Yes,5.0,34.0,Offer C,Yes,11.52,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.7,780.2,0.0,0.0,391.68,1171.88
6374-NTQLP,Q3,No,0.0,15.0,None,Yes,22.905796402744297,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,1559.25,0.0,0.0,750.3808752086037,1622.1
5448-VWNAM,Q3,Yes,0.0,1.0,None,Yes,22.905796402744297,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,64.59322269608752,1252.0,0.0,0.0,1175.47,2427.4700000000003
8290-YWKHZ,Q3,No,0.0,1.0,None,Yes,47.36,No,Yes,None,41.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,64.59322269608751,45.3,0.0,0.0,47.36,3044.4410773224545
6994-FGRHH,Q3,Yes,7.0,33.0,Offer C,Yes,48.85,No,Yes,Fiber Optic,30.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.75,2280.6734637493046,0.0,0.0,1612.05,4065.35
3338-CVVEH,Q3,No,0.0,20.0,Offer D,Yes,3.94,No,Yes,Fiber Optic,18.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.8,1023.85,0.0,0.0,78.8,1102.65
5630-AHZIL,Q3,No,0.0,3.0,None,No,0.0,No,Yes,Fiber Optic,59.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.4,82.15,0.0,0.0,750.3808752086037,82.15
2197-OMWGI,Q3,No,0.0,13.0,Offer D,Yes,33.13,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.65,2280.6734637493046,0.0,0.0,430.69000000000005,675.49
9530-GRMJG,Q3,Yes,5.0,40.0,None,Yes,48.29,Yes,Yes,DSL,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56.6,2379.1,0.0,0.0,1931.6,4310.7
1850-AKQEP,,Yes,5.0,43.0,Offer B,Yes,48.1,Yes,Yes,DSL,51.0,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,71.9,3173.35,0.0,0.0,2068.3,5241.65
6814-ZPWFQ,Q3,Yes,9.0,69.0,Offer A,Yes,5.27,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.75,1375.4,0.0,0.0,363.63,1739.0300000000002
7727-SHVZV,Q3,Yes,7.0,72.0,Offer A,Yes,18.66,Yes,Yes,Fiber Optic,3.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,64.59322269608752,8129.3,0.0,0.0,1343.52,9472.82
4701-MLJPN,,Yes,3.0,59.0,Offer B,Yes,25.57,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.3,1192.7,0.0,6.288164665523155,1508.63,2701.33
1347-KTTTA,Q3,No,0.0,20.0,Offer D,Yes,28.57,No,Yes,Fiber Optic,15.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,1901.65,0.0,0.0,571.4,3044.4410773224554
9880-TDQAC,,Yes,1.0,24.0,Offer C,Yes,1.14,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.1,587.4,0.0,0.0,27.36,614.76
9000-PLFUZ,,No,0.0,59.0,Offer B,Yes,48.12,No,Yes,Fiber Optic,51.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.35,6519.75,0.0,0.0,750.3808752086038,9358.83
1725-IQNIY,Q3,Yes,2.0,72.0,Offer A,Yes,11.66,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.25,8041.65,0.0,0.0,750.3808752086037,8881.17
6005-OBZPH,Q3,No,0.0,1.0,None,Yes,7.57,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.75,20.75,0.0,0.0,7.57,28.32
5879-SESNB,,No,0.0,27.0,Offer C,Yes,20.02,No,Yes,Fiber Optic,25.008444509851554,Yes,No,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,101.9,2681.15,0.0,0.0,540.54,3221.69
0231-LXVAP,Q3,Yes,3.0,71.0,Offer A,Yes,25.02,Yes,Yes,Fiber Optic,53.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.55,7405.5,0.0,0.0,1776.42,9181.92
2907-ILJBN,Q3,No,0.0,13.0,Offer D,Yes,22.905796402744297,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.3,1033.95,0.0,150.0,415.09,1599.04
8374-UULRV,,No,0.0,44.0,None,Yes,1.7,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,64.59322269608752,2958.95,0.0,0.0,74.8,3033.75
4558-FANTW,Q3,No,0.0,33.0,Offer C,Yes,42.29,No,Yes,Fiber Optic,13.0,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.95,2684.85,0.0,0.0,1395.57,4080.42
2226-ICFDO,Q3,Yes,0.0,72.0,None,No,0.0,No,Yes,Cable,47.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,55.45,4179.2,0.0,0.0,0.0,4179.2
2984-AFWNC,Q3,No,0.0,1.0,None,No,0.0,No,Yes,Cable,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,2280.6734637493046,0.0,0.0,0.0,25.25
3410-MHHUM,Q3,No,0.0,61.0,Offer B,Yes,15.02,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.75,1124.2,0.0,0.0,916.22,2040.42
3445-HXXGF,Q3,Yes,0.0,29.0,Offer C,Yes,27.72,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.0,540.05,0.0,6.288164665523157,803.88,1343.9299999999998
6502-MJQAE,,Yes,1.0,66.0,None,No,0.0,No,Yes,DSL,29.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,2280.6734637493046,0.0,0.0,0.0,3789.2
3694-GLTJM,Q3,Yes,8.0,65.0,Offer B,Yes,41.57,Yes,Yes,Fiber Optic,25.008444509851557,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,5324.5,0.0,0.0,2702.05,3044.441077322455
9140-CZQZZ,Q3,No,0.0,8.0,None,Yes,39.92,No,Yes,Fiber Optic,73.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.0,624.6,0.0,0.0,319.36,943.96
2055-BFOCC,Q3,Yes,3.0,1.0,None,Yes,32.13,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.75,1836.9,0.0,0.0,2281.23,4118.13
6064-ZATLR,Q3,Yes,8.0,1.0,None,Yes,44.69,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.2,20.2,0.0,0.0,44.69,64.89
2525-GVKQU,Q3,No,0.0,12.0,Offer D,Yes,16.72,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,64.59322269608751,219.35,0.0,0.0,200.64,419.99
3417-TSCIC,Q3,No,0.0,24.0,Offer C,No,22.905796402744297,No,Yes,DSL,46.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,50.6,1288.75,0.0,0.0,750.3808752086037,1288.75
8548-AWOFC,Q3,Yes,2.0,1.0,None,Yes,39.34,No,Yes,DSL,41.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,64.59322269608751,2280.6734637493046,0.0,0.0,750.3808752086037,3765.29
2506-CLAKW,Q3,No,0.0,30.0,None,Yes,31.97,Yes,Yes,Fiber Optic,25.008444509851554,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.9,2280.6734637493046,0.0,0.0,959.1,3682.25
8035-BUYVG,Q3,Yes,6.0,47.0,Offer B,Yes,29.15,Yes,Yes,DSL,52.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,85.3,4107.25,0.0,130.0,750.3808752086037,5607.3
6473-ULUHT,,No,0.0,54.0,Offer B,Yes,22.9057964027443,Yes,Yes,Fiber Optic,4.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.0,5760.65,0.0,0.0,959.04,6719.69
7945-HLKEA,Q3,No,0.0,50.0,Offer B,Yes,40.83,No,Yes,Fiber Optic,21.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.5,4747.5,0.0,0.0,750.3808752086038,6789.0
7969-AULMZ,,No,0.0,72.0,None,Yes,22.905796402744297,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25,1566.9,0.0,6.288164665523156,3049.92,4616.82
1636-NTNCO,Q3,No,0.0,29.0,None,Yes,4.53,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.15,702.0,0.0,0.0,131.37,833.37
9577-WJVCQ,Q3,No,0.0,1.0,Offer D,No,22.905796402744297,No,Yes,Cable,29.0,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Mailed Check,29.6,299.05,0.0,0.0,0.0,299.05
9677-AVKED,Q3,Yes,5.0,1.0,Offer D,Yes,16.78,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.15,2280.6734637493046,0.0,0.0,302.04,1607.99
5616-PRTNT,Q3,No,0.0,16.0,Offer D,Yes,40.17,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,64.59322269608752,284.35,0.0,0.0,642.72,927.07
2256-YLYLP,Q3,No,0.0,72.0,None,Yes,8.29,Yes,Yes,Cable,13.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.6,2280.6734637493046,0.0,0.0,596.8799999999999,6947.38
4324-AHJKS,Q3,No,0.0,72.0,None,Yes,35.11,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.2,7878.3,0.0,0.0,2527.92,10406.22
8325-QRPZR,Q3,No,10.0,41.0,Offer B,Yes,25.16,No,Yes,DSL,11.0,Yes,No,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,74.7,3187.65,0.0,0.0,1031.56,4219.21
4277-BWBML,Q3,No,0.0,41.0,Offer B,Yes,22.905796402744297,Yes,Yes,DSL,30.0,No,No,Yes,No,No,Yes,Yes,No,One Year,Yes,Mailed Check,65.0,2531.8,0.0,140.0,1539.55,4211.35
5961-VUSRV,Q3,Yes,2.0,51.0,None,Yes,21.07,No,Yes,Fiber Optic,46.0,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,93.5,4619.55,0.0,0.0,1074.57,5694.12
6328-ZPBGN,Q3,No,0.0,32.0,None,Yes,37.48,Yes,Yes,DSL,15.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,83.7,2633.3,0.0,0.0,1199.36,3832.66
6542-LWGXJ,Q3,No,0.0,10.0,None,Yes,1.98,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,64.59322269608752,193.05,0.0,6.288164665523156,19.8,212.85
8364-TRMMK,Q3,Yes,1.0,67.0,None,No,0.0,No,Yes,DSL,52.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,64.59322269608752,4103.9,0.0,0.0,0.0,4103.9
4801-KFYKL,Q3,Yes,3.0,61.0,Offer B,Yes,20.01,Yes,Yes,Fiber Optic,12.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,115.1,7008.15,0.0,0.0,1220.61,8228.76
3638-VBZTA,Q3,No,0.0,50.0,Offer B,Yes,19.8,No,Yes,Fiber Optic,21.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,114.35,5791.1,0.0,10.0,990.0,6791.1
5153-RTHKF,Q3,No,0.0,31.0,None,Yes,0.0,No,Yes,DSL,27.480846774193548,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,49.85,1520.1,0.0,0.0,0.0,3044.441077322455
5013-SBUIH,,Yes,0.0,45.0,Offer B,Yes,22.905796402744297,Yes,Yes,Fiber Optic,4.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,113.3,5032.25,0.0,0.0,1509.3,6541.55
4238-HFHSN,Q3,Yes,0.0,61.0,Offer B,Yes,47.19,Yes,Yes,DSL,28.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Mailed Check,88.1,5526.75,0.0,0.0,2878.59,8405.34
7379-POKDZ,Q3,No,0.0,50.0,Offer B,Yes,47.16,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.9,1195.25,0.0,0.0,2358.0,3553.25
1996-DBMUS,,Yes,1.0,71.0,None,Yes,8.21,Yes,No,None,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.25,1732.95,0.0,0.0,582.9100000000001,2315.86
0623-EJQEG,Q3,Yes,1.0,57.0,Offer B,Yes,22.905796402744297,No,Yes,Cable,22.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.75,3450.15,0.0,0.0,2809.53,6259.68
3654-ARMGP,Q3,No,0.0,14.0,Offer D,No,22.905796402744297,No,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.0,2280.6734637493046,0.0,0.0,0.0,771.95
5485-WUYWF,Q3,No,0.0,5.0,None,Yes,43.02,No,Yes,DSL,42.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.55,244.75,0.0,0.0,215.1,3044.4410773224554
8780-RSYYU,Q3,No,0.0,6.0,Offer E,Yes,6.98,No,Yes,Cable,30.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55.15,2280.673463749304,0.0,6.288164665523156,41.88,364.78
3727-RJMEO,Q3,No,0.0,10.0,Offer D,Yes,45.56,No,Yes,DSL,17.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,64.59322269608751,498.25,0.0,0.0,455.6,953.85
0394-YONDK,Q3,No,0.0,1.0,Offer E,Yes,32.73,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.4,25.4,0.0,0.0,750.3808752086037,58.13
8292-FRFZQ,Q3,No,0.0,68.0,None,Yes,5.3,Yes,Yes,DSL,59.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,54.45,3687.75,0.0,0.0,360.4,4048.15
4804-NCPET,Q3,No,0.0,22.0,Offer D,Yes,19.72,No,Yes,Fiber Optic,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,76.0,1783.6,0.0,0.0,433.84,2217.44
8547-NSBBO,,Yes,2.0,23.0,Offer D,Yes,16.63,No,Yes,Fiber Optic,22.0,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,86.8,1940.8,0.0,90.0,382.49,3044.4410773224554
3753-TSEMP,Q3,No,0.0,12.0,None,Yes,18.71,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,220.35,0.0,0.0,224.52,444.87
1052-QJIBV,Q3,No,0.0,1.0,Offer E,Yes,40.46,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,20.25,0.0,6.288164665523156,40.46,3044.4410773224554
3787-TRIAL,Q3,Yes,6.0,71.0,None,Yes,9.4,No,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,76.05,5436.45,0.0,0.0,667.4,6103.849999999999
7321-PKUYW,Q3,Yes,5.0,40.0,None,Yes,13.86,Yes,Yes,DSL,75.0,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,3015.75,0.0,0.0,554.4,3570.15
4951-UKAAQ,,No,0.0,23.0,None,Yes,46.4,No,Yes,Cable,23.0,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,64.59322269608752,1509.8,0.0,130.0,1067.2,2707.0
8937-RDTHP,Q3,No,0.0,1.0,None,Yes,31.92,No,Yes,Fiber Optic,4.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.4,356.65,0.0,0.0,127.68,484.33
2509-TFPJU,Q3,Yes,0.0,68.0,None,Yes,0.0,No,Yes,DSL,15.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,60.3,4109.0,0.0,0.0,0.0,4109.0
4583-PARNH,Q3,Yes,1.0,52.0,Offer B,Yes,40.33,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.8,1229.1,0.0,0.0,2097.16,3326.26
0810-BDHAW,Q3,No,7.0,29.0,None,Yes,22.905796402744297,No,Yes,DSL,27.480846774193548,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,64.59322269608752,2054.4,0.0,0.0,941.34,2995.74
1216-JWVUX,Q3,No,0.0,48.0,None,Yes,2.53,Yes,Yes,Cable,6.0,Yes,No,Yes,No,No,No,Yes,No,One Year,Yes,Credit Card,78.75,3682.45,0.0,40.0,121.44,3044.441077322455
5940-NFXKV,Q3,No,0.0,1.0,Offer E,Yes,9.44,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.25,19.25,0.0,0.0,9.44,28.69
0822-QGCXA,Q3,No,0.0,22.0,None,Yes,6.0,No,Yes,Fiber Optic,8.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,2280.6734637493046,0.0,0.0,132.0,2018.25
